filepath,category,class,split
data\split\val\fruits\jalepeno\Image_7.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_40_aug1_aug2.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_74_aug1.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_6_aug2.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_85_aug2_aug1.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_61_aug1_aug2.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_36_aug1_aug2.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_23_aug0_aug2.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_69_aug1_aug1.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_18_aug1.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_51_aug0_aug1.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_38_aug2_aug2.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_22_aug2.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_77_aug1_aug2.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_62_aug2.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_71.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_55_aug2.jpeg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_100_aug1_aug1.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_60_aug2.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_16_aug2_aug0.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_84_aug0_aug1.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_100_aug1_aug0.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_17_aug2_aug2.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_25.jpg,fruits,jalepeno,val
data\split\val\fruits\jalepeno\Image_19_aug1.png,fruits,jalepeno,val
data\split\test\fruits\jalepeno\Image_46_aug2_aug2.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_78_aug0_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_57_aug0_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_47_aug1.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_70_aug0_aug0.png,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_60_aug1_aug2.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_65_aug2_aug2.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_98_aug0_aug0.jpeg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_2_aug1_aug1.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_10_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_23_aug0_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_59_aug2_aug2.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_100_aug1.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_10_aug2_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_63_aug0_aug1.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_22_aug2_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_40.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_98_aug0_aug1.jpeg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_30_aug1.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_36_aug1.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_30_aug2.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_54_aug1.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_40_aug1_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_65_aug0_aug1.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_65_aug2.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_50_aug2_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_46_aug2_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_61_aug1_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_19_aug0_aug1.png,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_85_aug2.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_59_aug2_aug1.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_30_aug0_aug2.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_30_aug0_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_68.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_23_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_10_aug2.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_74_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_19_aug0_aug0.png,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_3_aug0_aug1.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_55_aug2_aug2.jpeg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_3_aug0_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_89.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_68_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_1_aug2.jpeg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_60_aug2_aug2.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_62_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_74_aug1_aug2.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_22_aug2_aug1.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_74_aug2.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_15_aug2.png,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_19.png,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_82_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_15_aug2_aug0.png,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_83.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_46_aug2.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_62_aug1.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_78_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_39_aug1_aug2.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_98_aug0.jpeg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_25_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_27_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_46_aug2_aug1.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_6_aug0.jpg,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_19_aug0.png,fruits,jalepeno,test
data\split\test\fruits\jalepeno\Image_63_aug0_aug2.jpg,fruits,jalepeno,test
data\split\train\fruits\kiwi\Image_1_aug0_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_6_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_57_aug0_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_15.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_19_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_20_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_16.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_21_aug0_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_64_aug2_aug1.png,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_98_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_40_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_20_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_24_aug1_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_6_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_26_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_15_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_57.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_64_aug2_aug2.png,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_5_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_35_aug2_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_99_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_56_aug2_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_8.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_11_aug2_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_50_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_31_aug1_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_50_aug0_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_82_aug0_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_59_aug0_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_42_aug1_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_55_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_90_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_85_aug1_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_85.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_71.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_68_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_6.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_24_aug2_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_89_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_92_aug1_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_90_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_12_aug1_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_1_aug0_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_20_aug0_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_2_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_23_aug2_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_53_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_42.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_97_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_52_aug2_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_19_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_10_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_21_aug1_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_67_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_80_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_42_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_24_aug2_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_31_aug1_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_26_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_66_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_11_aug0_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_42_aug1_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_71_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_50_aug0_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_65_aug0_aug2.png,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_92_aug1_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_53_aug2_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_12_aug2_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_52_aug2_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_89_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_60.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_95_aug1_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_19_aug2_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_57_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_65_aug0.png,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_52_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_78_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_67_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_52_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_95.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_54_aug0_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_20_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_11.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_82_aug0_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_1_aug0_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_62_aug0_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_8_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_27_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_40_aug0_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_88_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_60_aug0_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_80_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_8_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_14_aug1_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_53_aug2_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_29_aug2_aug1.png,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_67_aug1_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_21_aug1_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_24_aug1_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_59_aug0_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_8_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_92_aug0_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_20_aug0_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_64_aug2_aug0.png,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_88_aug0_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_21_aug0_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_52_aug2_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_11_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_48_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_54_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_21_aug1_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_49_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_98_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_85_aug1_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_35_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_42_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_67_aug1_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_24_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_7_aug2_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_90_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_7_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_29_aug2.png,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_60_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_24_aug0_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_23_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_10_aug0_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_26.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_19.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_42_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_95_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_34_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_88_aug0_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_48_aug1_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_65_aug0_aug0.png,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_20_aug0_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_29_aug2_aug0.png,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_62_aug2_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_12_aug2_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_78_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_17.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_82_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_65.png,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_60_aug0_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_62_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_16_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_60_aug0_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_59_aug0_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_27_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_24_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_34_aug0_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_44_aug0_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_24_aug0_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_56_aug2_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_88_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_68_aug1_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_89_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_12_aug1_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_24_aug2_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_42_aug1_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_15_aug1_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_62_aug2_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_19_aug2_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_23_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_62_aug2_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_11_aug2_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_31_aug0_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_95_aug1_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_53_aug2_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_62_aug0_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_11_aug0_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_97_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_98.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_23_aug2_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_5_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_24_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_27_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_56_aug2_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_17_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_41_aug0_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_11_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_23_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_44_aug0_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_92_aug1_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_57_aug0_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_15_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_2_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_95_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_65_aug0_aug1.png,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_66.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_65_aug1.png,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_17_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_57_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_11_aug0_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_67.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_6_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_66_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_54_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_99_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_41_aug0_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_40_aug0_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_55_aug1_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_67_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_35.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_68_aug1_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_38.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_15_aug1_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_40_aug0_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_16_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_17_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_71_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_31_aug0_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_57_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_38_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_95_aug1_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_31_aug1_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_67_aug1_aug0.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_52_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_38_aug2.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_78.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_21_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_95_aug1.jpg,fruits,kiwi,train
data\split\train\fruits\kiwi\Image_71_aug0.jpg,fruits,kiwi,train
data\split\val\fruits\kiwi\Image_78_aug0.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_98_aug1.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_48_aug1_aug2.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_2_aug1.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_41_aug0_aug1.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_80_aug2.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_27.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_12_aug2.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_34_aug0_aug0.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_1_aug2.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_35_aug2_aug0.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_15_aug2.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_65_aug2_aug0.png,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_68_aug1_aug1.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_12_aug1.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_14_aug1.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_12_aug2_aug0.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_97.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_62_aug2.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_31_aug0_aug2.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_56_aug2.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_16_aug2.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_14_aug1_aug1.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_34_aug0_aug2.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_26_aug1.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_92_aug1.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_62_aug0_aug1.jpg,fruits,kiwi,val
